one,two,three,four,key
0.12510853977275982,-2.278961616873162,-1.0115995895025947,-2.665703269128546,L
0.6793535378349711,0.9271387976097838,-2.130431817500196,-4.289953940622617,O
-1.4869998586740216,1.9444730283302336,-0.015791706067189715,-2.164807505044764,E
1.0807518888035483,0.04771820180056796,1.5645825970923575,-0.2754125949944788,M
-4.713821168276411,-0.4125102042880151,2.6713750622506236,-1.3738001273585843,E
3.4918930345999026,-3.0633963097723296,2.492992390841632,0.3652403653426681,L
-1.8457445656109206,0.40374256291529687,-4.450526556731932,0.16737678714054027,E
-5.653572574557332,-1.9256111440746952,1.6444858512920693,1.0292713516253444,L
2.4567281931214406,1.251469006659378,-1.4727366408866889,-4.592207720039521,O
0.2916952359071203,-5.989772146821334,3.517972223399587,-3.1791442886415204,X
3.7614506283510654,-2.943193668902441,-2.6211286863689534,0.027651206047125676,E
-3.8848625398402037,-2.3866950303418477,-2.373391649892616,-4.306997623372845,Q
-3.7552539460385517,2.108637687886139,3.5576845595612365,3.43475184048631,Q
-0.3198254042577382,2.700714328194131,3.965366359097491,-2.090937121246199,E
-1.6665776258325584,-5.729669678119737,-4.953197860752224,-3.8839161940901037,O
0.8225857976066759,1.774948115473844,3.312143742505798,-3.17078395010882,Q
1.6121091755043544,-2.672194484767221,2.3261688010319457,0.6860278474412516,X
-5.40340147125835,-5.04865854956503,2.6563925844490512,-2.2769972599476143,X
-3.5954842709949464,2.31766609665263,-5.09417518726258,3.388719055800852,M
-2.562054939237317,-3.119119350522279,-2.4530974035107933,1.8882674732248903,Q
2.8620331040577565,-5.393316982936797,-0.33320300121105095,-5.94480988650781,L
-3.6026832418271093,-0.11305615631223898,-1.4392234844102658,-3.3848834608036897,L
1.0481865549590692,-0.8057895228608682,3.889117280463706,2.4233031411835526,E
-0.8269666700298899,-4.270649633578029,-3.4170834324220545,-5.186879993481618,M
2.1314454690613687,-1.5151473786795382,-3.4602970477921824,2.903516550274455,O
3.2448936815800185,-4.201570445964739,-5.527746225154585,-2.9129650956526847,O
-4.590634683898932,-4.935557557289153,-2.305924991972973,0.23099589635015505,X
-0.4935789555696184,-5.369721678615425,-1.18045948219671,-2.608662714328167,L
-3.0304624775929927,-0.7869796753937415,-3.6562973792729174,-0.17503810397072606,L
-0.143467660495328,0.39460384874422605,-2.67687990032364,-5.4571754706647715,O
-1.1090561531052083,0.9973283418274344,-1.2787547214015804,2.3121892314941572,O
2.896577047449602,-3.052435435734802,-3.1960158334039748,3.9249075589733806,L
-4.365323789350314,-2.539674192765117,-4.194258910733675,-5.317440171177055,M
-0.07679565856200199,-1.872351383579434,-0.571698123037006,-1.2812691925282866,M
-2.9153264828260363,0.6278400923010921,2.6979477882452567,3.5882150275377267,L
0.7668971582976969,2.826580745493807,-0.7390638632426976,2.889038793696141,O
-5.628601029772442,-2.450586399731403,3.3085192966962556,0.06950057096015438,E
-1.810634780377467,-3.9247986633799075,-5.896337566925498,-5.758458831734703,X
3.0084117715191567,2.635580262996683,-3.1450763119528196,2.8638994571669745,Q
-4.17427728350377,-2.1342925068780185,-3.634598989710698,-5.984698332689977,X
-0.7632127855403699,-5.650133480017324,1.7262737797383654,-5.58729720300343,L
-1.2923673078481546,2.6753497435032187,2.496148377984806,1.076628820290443,X
-3.6421608919796515,-5.186941493155936,-3.367353166305178,2.0045835578493314,L
-4.18700834238911,3.042067791024607,-0.7309288584961084,2.3326438953640576,E
-5.616685776664175,-5.632326403098684,-5.3871253124419995,-3.482332258907988,X
-5.292458180142779,-3.1481956371355304,-2.8475761219139297,2.6538592934821263,Q
-0.6152600630842597,1.7421262709810348,-3.708671505058825,-1.2254056416858496,M
-1.2397378130705805,-0.43153105864977803,-2.0563210463267128,-1.624338072139686,L
-5.13612402976423,0.5532268373755489,2.965518148609794,2.967019496287932,Q
-0.40616504486445315,2.974700938204057,-1.9494165010310933,3.5495171048213034,O
0.42745441197766,2.8069310249152295,-1.6526416701445221,1.9522698375808307,Q
-5.815310549787841,0.5646282155995443,-1.779938801610406,2.318641046192706,X
-1.4670258927157667,-0.8542561590651987,2.237961083825626,1.9650669280370492,O
-4.40180648963746,-1.4713643945195036,-0.7401747277768367,3.981487713467958,L
2.7607178421844676,-0.6863303588892986,3.49601716384589,-0.39485405987665256,X
2.9322847868509374,0.18276364787997856,0.8286968407555806,-0.369758647675134,M
-3.6938872997361853,-5.864956848866467,1.452069653906431,1.0557951780165276,E
-5.519129891985391,0.06798865627113937,1.6051851191186568,0.8831129339297226,M
-1.9566934724048073,2.745807241392484,-5.891222571827557,-1.530547363642448,L
2.6920097314594003,-1.9126166044025377,-3.883119055255806,-4.8479287977769445,O
-3.2061455146704025,-0.2726420875335611,-0.36784993986387704,-0.7068548177067226,Q
2.106099925592744,2.634298623114896,-3.3014643537906867,2.7413795279477107,Q
2.4150360415203007,2.7680045111354215,3.7866622250593522,-3.4485732078106484,O
-3.6659106129481835,-3.7101530136442853,-0.7373153266990267,1.3337524160624055,O
-0.299131579069396,-2.011304835998935,2.214455789963152,-4.951191822388581,E
-1.1108372608408006,-1.972863708660424,1.5889439642485836,-4.58756595693799,O
-2.192818031895025,-0.5114880252867442,-4.414653029003595,-1.7500805125036205,X
2.49826294535222,0.7144551397583818,-3.1139608841306767,-1.3466118947549726,Q
-5.022002133714436,3.6245403610812534,-3.914649893869435,-5.641304817554285,X
2.3918594955945593,3.79004332492341,-1.7609574347228074,-5.22674643939809,E
0.4194227745719452,-1.8091154868891568,-3.2853062600068452,-0.3986361814874524,Q
2.030629403591888,2.9684434780237847,-5.930581088126859,0.16176270927775072,O
1.3896687198253428,-3.97021275043849,-1.650634516641091,-1.3961143796442954,E
1.754538765879694,0.7591831474905897,1.0455587800504018,0.4489202336501892,Q
-1.82759923884685,-0.5356367462612068,2.1902040823861473,3.5990664140905118,Q
-4.706468911513089,0.07508680256951905,2.8313632631499157,-5.038415960178296,Q
-3.2640449962852047,1.2833063007325798,-5.122766500701074,-5.819657267111007,O
-2.3640232709370315,0.04052119865711212,-5.201947517162519,-3.6340320915516893,L
1.9525038257675345,-0.0762529976907258,0.8358629742220742,-2.607899905130532,Q
3.8749986389960895,0.7801328763955873,3.049952590181171,-0.1861426263793744,Q
-4.520554324523635,-4.199443246752223,3.203748215495123,-2.3793647229497576,L
-5.729667731579449,-1.5677771876395399,-4.819876599302903,3.55347523111166,M
1.0206610317053597,-4.160999712778473,3.0119079773034994,-1.0886100902789337,E
-4.554829128625176,-0.5953846511312859,1.6408029965895228,-1.7478200646988595,M
-3.9324280333480326,-2.670144434172236,-1.1770431418780234,-0.6179769802604813,L
-4.198659104125622,-2.110920838802861,-4.468483982804658,2.243005278094593,E
3.251660484722553,3.336078960638586,-1.752683063911106,-1.1204327333061936,L
3.5982605354340986,0.15855837309354648,0.8726299875743884,1.3173642493448545,Q
0.5469247442367129,3.023075804319106,-0.5498248339091596,-5.869851672549275,X
-1.9267341972633094,-4.33579769386253,-0.06098426466054718,-0.7461131745687926,O
-5.402385375290027,2.4660472868542165,3.999410675458037,-4.508760521107189,L
-0.008692942439807894,-1.5481607394284769,-3.4548761042326497,-0.40361824718806183,O
3.101519115991225,-3.224856202167651,-2.1802283764247656,1.2930305348461726,X
3.613997032100503,1.9216714366020948,-1.7263202865413412,-3.6114791545916907,L
-2.9645783399386794,-2.7898275100439687,-0.02264058285977555,-0.2006031707310152,E
-3.3736665723943573,-3.2577855169659102,-1.3153746236205235,-3.5533003606030134,Q
-1.5899719968043655,-4.097520158238911,-3.2148646625957467,-1.9715023276654309,L
-1.3134742455721131,-0.8880830696573438,0.028956720669709668,-3.273905370005207,O
1.9875331484295717,2.1147068753559353,-4.009125115318235,-3.601808711593722,L
0.38144154868736546,3.456187223381317,3.9812280879498907,-2.8084544632817945,M
0.21378744128783644,-1.2606723772145605,-0.406317575538484,0.20322987659967495,L
-0.5750080117810175,-5.7746182209158015,-4.9478361725401125,-0.3980291027220053,Q
-5.510085908807796,1.0994011228874667,-5.076982030870693,-5.037798427342858,O
1.2276998460822837,0.310872226008426,-2.0784845644971206,-2.796530499049307,E
-2.3269704364012225,0.9432496133756754,-2.2624439370997975,-4.581209826453805,L
-4.015832000390253,-3.3510132594105784,0.8703417622409058,-5.6038647523629495,L
0.7699461909012415,1.6186966021924931,-0.02411915365254913,3.4935989638180267,E
-0.701167402257652,-2.8520793847486203,-1.2327286185277,0.06651521005679228,O
3.515047455177193,-0.9858429131497237,1.1925449728280277,3.5527532444153564,O
2.383461304324779,3.0072888024938464,-1.4155218353544408,-4.793164933375054,E
2.579472533642509,-2.627684654950791,-1.8836671739746595,-3.4896985705461527,L
3.2156796916361774,0.8878527979198072,-2.544106502879854,1.5610192680110009,O
0.09448828929541442,1.5349790558371108,-1.7608742562220572,3.561916987374989,X
0.06144262466157269,3.0751363930451365,0.5484979485361166,-3.7951741756349104,X
0.516888569777973,3.578254484406356,-5.543680553838034,-4.036369196510925,E
2.3809635603525194,1.549092782943104,-0.06312872881952725,-0.4853206372595542,X
-2.5211482313030045,-0.7532987191758007,-2.080903449383662,-0.8024949036984976,L
3.3073298132684616,1.27530002022546,-4.417302794053304,-5.442780839931604,X
0.8458333738168218,-2.9440571653804106,-1.8567471245130172,3.6490617447408162,O
-0.6469455509093391,-4.573533781129296,2.15959416064112,-3.524458117291357,Q
-5.931544349468541,3.6712158735991522,-5.933311758873613,-0.14555977909789775,E
-3.4581834910541156,-1.7680026221414726,-0.8242820830490194,-5.061263161819781,L
2.2763217962282347,3.7094464320073843,-4.419815476279871,-1.5897844475502119,M
3.226371519723479,-0.8551260196224897,2.113957601870304,-4.408431205004763,Q
-2.2458166304445593,1.941924479660023,-1.3684987438662777,-5.045559487678419,L
2.5091669588760936,-5.174197470015627,3.194541486001878,1.4848646128409877,E
-1.986445200682244,-3.3766152630467885,-1.2835319114466985,-0.8560356149044646,X
2.0616516252661654,-3.7421543844003593,1.5731263189297335,0.7194338110122223,X
2.656811298706465,-1.5417726847743936,3.4334133858858333,0.4821504746347589,X
-5.398518279734853,-1.839051281864486,1.3208083148138225,3.434561009897056,X
-2.5846859117948497,0.9818617752549104,-2.812008004473075,-4.715818710362196,O
1.5835569802609992,1.3162406305995518,2.481849022551856,-0.830767571211517,O
3.4184131992995272,-1.468226719267168,0.4593713489895048,3.846228846271174,L
-4.93165576398904,-1.4282492681655352,-0.17152404574111557,-2.4072130408211825,M
-5.705625238533094,-4.679624842305225,-1.9759115512867558,0.24924648458208942,L
-1.8424914962415428,-3.989942096126171,0.8253997771547326,3.861752478614118,O
-2.098887041155474,-2.7772736500970265,2.253613558165167,3.392040077943898,O
-2.9844063970207237,-0.6354081220125289,-2.17566002483642,-5.7183363245247865,L
0.3492675861615684,-1.88602830833287,-0.37066963368978634,-3.7009591478614414,L
3.527109963576132,3.7414343658898765,0.21465733485551297,-5.662454113732204,E
3.143595352911836,-0.45229407883711037,-1.8622481345767499,-3.2884482308293244,E
1.2913045249993838,3.450666793061096,2.1738961554726934,-1.418478949145296,E
-1.5335107422670706,-5.897956364950826,-4.9639249623201875,-4.95709560165515,E
-2.1355177441874567,1.3252042665987762,1.3299492426398611,-1.8241882712049762,M
-1.633780774618156,3.377179047665594,-4.891320168128324,-2.7719770232556242,X
-1.9390567122095508,1.283206656810819,-1.2918927001175842,3.1491547422802277,Q
3.8291878660233234,-0.7831525461944668,-0.42141876238456,-2.9106774374538915,L
1.1735156693463074,-0.5994377104903625,-0.9721259424895239,-5.344911479825672,Q
-4.845269175236315,-5.012680586512337,-2.301521870957022,2.350234054055738,Q
-0.9555371843462401,-0.5774008187294424,0.6854828830909838,-2.6044244875142075,O
-5.935722798175332,-1.3640256054112179,1.7299677504190072,-1.1204546879497448,E
-1.6128372573768237,1.292241782678051,-3.0359078395831265,2.432371529927323,E
-5.813387532786306,-5.661561517704858,-2.725148450342915,2.019627460825971,X
-3.1452127321030323,0.20367162838033437,-1.159091553336081,-3.636697091293194,O
